District	Product	Profit
Дорогомилово	Ремонт компьютеров	2.2424
Ломоносовский	Ремонт компьютеров	3.4405
Ломоносовский	Ремонт компьютеров	4.2065
Роговское	Ремонт компьютеров	1.7715
Нижегородский	Ремонт компьютеров	2.5965
Солнцево	Ремонт компьютеров	5.3772
Очаково-Матвеевское	Ремонт компьютеров	3.6169000000000002
Орехово-Борисово Южное	Ремонт компьютеров	3.5563000000000002
Ростокино	Ремонт компьютеров	1.2463
Лефортово	Ремонт компьютеров	2.0493
Силино	Ремонт компьютеров	2.6671
Южное Бутово	Ремонт компьютеров	6.9633
Нагатино-Садовники	Ремонт компьютеров	3.9376
Братеево	Ремонт компьютеров	4.0754
Внуковское	Ремонт компьютеров	2.9718
Сокольники	Ремонт компьютеров	2.6557
Вешняки	Ремонт компьютеров	3.3878000000000004
Северное Медведково	Ремонт компьютеров	3.4055999999999997
Марушкинское	Ремонт компьютеров	1.4898
Бибирево	Ремонт компьютеров	3.6038
Текстильщики	Ремонт компьютеров	5.6063
Лефортово	Ремонт компьютеров	3.6433
Академический	Ремонт компьютеров	2.2866
Восточный	Ремонт компьютеров	5.6074
Ново-Переделкино	Ремонт компьютеров	3.7872000000000003
Краснопахорское	Ремонт компьютеров	2.6302999999999996
Новофедоровское	Ремонт компьютеров	2.8655
Троицк	Ремонт компьютеров	2.7955
Раменки	Ремонт компьютеров	3.4025
Нагорный	Ремонт компьютеров	2.5667999999999997
Сокол	Ремонт компьютеров	0.9633
Бирюлево Восточное	Ремонт компьютеров	3.7849
Котловка	Ремонт компьютеров	3.4897
Северное Тушино	Ремонт компьютеров	4.777699999999999
Академический	Ремонт компьютеров	2.1235999999999997
Головинский	Ремонт компьютеров	2.0262000000000002
Марьино	Ремонт компьютеров	6.2882
Марьина Роща	Ремонт компьютеров	2.4919000000000002
Котловка	Ремонт компьютеров	2.7147
Капотня	Ремонт компьютеров	4.6749
Бибирево	Ремонт компьютеров	3.6458000000000004
Внуковское	Ремонт компьютеров	2.6288
Сокольники	Ремонт компьютеров	2.1047000000000002
Аэропорт	Ремонт компьютеров	1.4374000000000002
Матушкино	Ремонт компьютеров	3.1504000000000003
Хамовники	Ремонт компьютеров	1.9459
Бабушкинский	Ремонт компьютеров	3.6273999999999997
Кокошкино	Ремонт компьютеров	3.2943000000000002
Замоскворечье	Ремонт компьютеров	3.434
Северный	Ремонт компьютеров	0.9588000000000001
Пресненский	Ремонт компьютеров	3.8184
Черемушки	Ремонт компьютеров	2.2736
Лосиноостровский	Ремонт компьютеров	1.2786
Вороновское	Ремонт компьютеров	2.344
Марьино	Ремонт компьютеров	6.6861999999999995
Чертаново Центральное	Ремонт компьютеров	3.6486
Воскресенское	Ремонт компьютеров	3.3241
Марьина Роща	Ремонт компьютеров	1.2119
Донской	Ремонт компьютеров	1.777
Чертаново Южное	Ремонт компьютеров	4.0668
Преображенское	Ремонт компьютеров	2.641
Беговой	Ремонт компьютеров	2.6508
Москворечье-Сабурово	Ремонт компьютеров	1.2313
Метрогородок	Ремонт компьютеров	3.1312
Нижегородский	Ремонт компьютеров	2.9535
Филевский Парк	Ремонт компьютеров	4.5036000000000005
Донской	Ремонт компьютеров	1.885
Замоскворечье	Ремонт компьютеров	1.0939999999999999
Обручевский	Ремонт компьютеров	1.5884
Арбат	Ремонт компьютеров	2.594
Восточный	Ремонт компьютеров	0.9684
Выхино-Жулебино	Ремонт компьютеров	4.8309
Новогиреево	Ремонт компьютеров	3.5776000000000003
Богородское	Ремонт компьютеров	3.2156000000000002
Косино-Ухтомский	Ремонт компьютеров	3.5038
Алтуфьевский	Ремонт компьютеров	3.1721999999999997
Бабушкинский	Ремонт компьютеров	4.0694
Коньково	Ремонт компьютеров	3.0734
Северное Медведково	Ремонт компьютеров	1.9226
Ново-Переделкино	Ремонт компьютеров	3.7492
Северное Измайлово	Ремонт компьютеров	2.1420000000000003
Лосиноостровский	Ремонт компьютеров	2.8945999999999996
Теплый Стан	Ремонт компьютеров	4.5194
Печатники	Ремонт компьютеров	3.5709
Московский	Ремонт компьютеров	3.2117000000000004
Дмитровский	Ремонт компьютеров	2.3923
Краснопахорское	Ремонт компьютеров	0.9523
Марушкинское	Ремонт компьютеров	1.1558
Восточное Дегунино	Ремонт компьютеров	3.8936
Филевский Парк	Ремонт компьютеров	2.8466000000000005
Тимирязевский	Ремонт компьютеров	3.7704
Марьина Роща	Ремонт компьютеров	1.8779
Отрадное	Ремонт компьютеров	5.7271
Савелки	Ремонт компьютеров	2.6723999999999997
Ново-Переделкино	Ремонт компьютеров	2.7992
Куркино	Ремонт компьютеров	4.1357
Южное Тушино	Ремонт компьютеров	4.3566
Кленовское	Ремонт компьютеров	3.5804
Южное Тушино	Ремонт компьютеров	4.3086
Новофедоровское	Ремонт компьютеров	2.2555
Дмитровский	Ремонт компьютеров	2.2973
Марьино	Ремонт компьютеров	4.9292
Новогиреево	Ремонт компьютеров	3.8736000000000006
Мосрентген	Ремонт компьютеров	1.4527
Дмитровский	Ремонт компьютеров	4.2393
Косино-Ухтомский	Ремонт компьютеров	4.0008
Академический	Ремонт компьютеров	3.9156
Северное Измайлово	Ремонт компьютеров	4.111
Восточный	Ремонт компьютеров	3.0023999999999997
Троицк	Ремонт компьютеров	2.8055000000000003
Даниловский	Ремонт компьютеров	1.1541000000000001
Орехово-Борисово Северное	Ремонт компьютеров	2.0043
Гольяново	Ремонт компьютеров	5.072100000000001
Ясенево	Ремонт компьютеров	3.9467
Орехово-Борисово Южное	Ремонт компьютеров	3.1823
Сосенское	Ремонт компьютеров	3.2617000000000003
Хорошевский	Ремонт компьютеров	2.1816
Ростокино	Ремонт компьютеров	2.3163
Алтуфьевский	Ремонт компьютеров	0.9082
Фили-Давыдково	Ремонт компьютеров	4.7067000000000005
Матушкино	Ремонт компьютеров	2.0034
Кокошкино	Ремонт компьютеров	2.4243
Рязановское	Ремонт компьютеров	3.0500000000000003
Отрадное	Ремонт компьютеров	3.9081
Братеево	Ремонт компьютеров	3.1644
Братеево	Ремонт компьютеров	5.1854
Измайлово	Ремонт компьютеров	3.0746
Силино	Ремонт компьютеров	2.1991
Лосиноостровский	Ремонт компьютеров	4.2536
Отрадное	Ремонт компьютеров	4.7211
Алтуфьевский	Ремонт компьютеров	2.4712
Раменки	Ремонт компьютеров	1.7865
Щербинка	Ремонт компьютеров	2.8482
Щербинка	Ремонт компьютеров	3.3792
Чертаново Южное	Ремонт компьютеров	4.3218
Филимонковское	Ремонт компьютеров	3.0516
Алтуфьевский	Ремонт компьютеров	1.9542000000000002
Хамовники	Ремонт компьютеров	2.8729
Люблино	Ремонт компьютеров	5.1327
Фили-Давыдково	Ремонт компьютеров	5.5397
Молжаниновский	Ремонт компьютеров	3.451
Раменки	Ремонт компьютеров	4.6965
Люблино	Ремонт компьютеров	4.6947
Савелки	Ремонт компьютеров	2.7083999999999997
Матушкино	Ремонт компьютеров	3.0034
Марушкинское	Ремонт компьютеров	1.0058
Зюзино	Ремонт компьютеров	6.848599999999999
Ясенево	Ремонт компьютеров	3.4017
Некрасовка	Ремонт компьютеров	2.3441
Десеновское	Ремонт компьютеров	3.2426999999999997
Южное Тушино	Ремонт компьютеров	5.4056
Северное Тушино	Ремонт компьютеров	4.5857
Куркино	Ремонт компьютеров	1.7877
Бибирево	Ремонт компьютеров	5.0178
Марьино	Ремонт компьютеров	7.3431999999999995
Москворечье-Сабурово	Ремонт компьютеров	3.0933
Ясенево	Ремонт компьютеров	2.4267
Михайлово-Ярцевское	Ремонт компьютеров	1.1878
Щербинка	Ремонт компьютеров	3.3022
Раменки	Ремонт компьютеров	4.5665
Головинский	Ремонт компьютеров	3.0622
Люблино	Ремонт компьютеров	2.4547000000000003
Митино	Ремонт компьютеров	3.3952999999999998
Текстильщики	Ремонт компьютеров	2.6953000000000005
Свиблово	Ремонт компьютеров	2.2209000000000003
Братеево	Ремонт компьютеров	4.5034
Крылатское	Ремонт компьютеров	4.689500000000001
Бибирево	Ремонт компьютеров	3.0718
Ясенево	Ремонт компьютеров	3.3367
Восточное Измайлово	Ремонт компьютеров	2.4349
Мосрентген	Ремонт компьютеров	2.3767
Зюзино	Ремонт компьютеров	4.0986
Орехово-Борисово Северное	Ремонт компьютеров	5.1843
Савеловский	Ремонт компьютеров	2.3139
Куркино	Ремонт компьютеров	2.1467
Лианозово	Ремонт компьютеров	4.5639
Царицыно	Ремонт компьютеров	3.3859000000000004
Раменки	Ремонт компьютеров	4.1565
Бабушкинский	Ремонт компьютеров	3.1814
Замоскворечье	Ремонт компьютеров	0.879
Выхино-Жулебино	Ремонт компьютеров	5.5329
Бирюлево Восточное	Ремонт компьютеров	4.4099
Северное Бутово	Ремонт компьютеров	2.9892000000000003
Измайлово	Ремонт компьютеров	4.0876
Краснопахорское	Ремонт компьютеров	2.8743
Внуково	Ремонт компьютеров	1.0796999999999999
Щаповское	Ремонт компьютеров	1.462
Нижегородский	Ремонт компьютеров	2.4865000000000004
Орехово-Борисово Северное	Ремонт компьютеров	2.5063000000000004
Нагатинский Затон	Ремонт компьютеров	3.9094999999999995
Воскресенское	Ремонт компьютеров	2.0931
Ивановское	Ремонт компьютеров	3.1502999999999997
Внуковское	Ремонт компьютеров	2.2468
Митино	Ремонт компьютеров	4.5973
Печатники	Ремонт компьютеров	4.0979
Москворечье-Сабурово	Ремонт компьютеров	2.4303
Северный	Ремонт компьютеров	3.8858
Обручевский	Ремонт компьютеров	3.0214
Хорошевский	Ремонт компьютеров	1.9326
Метрогородок	Ремонт компьютеров	2.9772000000000003
Бирюлево Западное	Ремонт компьютеров	3.1355000000000004
Ховрино	Ремонт компьютеров	2.9575
Тверской	Ремонт компьютеров	1.4384000000000001
Кунцево	Ремонт компьютеров	3.8188
Красносельский	Ремонт компьютеров	1.2664
Строгино	Ремонт компьютеров	3.402
Михайлово-Ярцевское	Ремонт компьютеров	3.1648
Матушкино	Ремонт компьютеров	2.8294
Восточное Измайлово	Ремонт компьютеров	3.2509
Сосенское	Ремонт компьютеров	4.4977
Крюково	Ремонт компьютеров	3.8429
Московский	Ремонт компьютеров	3.7317
Бескудниковский	Ремонт компьютеров	3.5310000000000006
Лосиноостровский	Ремонт компьютеров	4.0496
Соколиная Гора	Ремонт компьютеров	3.5841000000000003
Ново-Переделкино	Ремонт компьютеров	3.4282
Обручевский	Ремонт компьютеров	4.090400000000001
Савеловский	Ремонт компьютеров	3.1969000000000003
Кунцево	Ремонт компьютеров	4.7268
Богородское	Ремонт компьютеров	1.7456
Кунцево	Ремонт компьютеров	3.7508
Ростокино	Ремонт компьютеров	3.5643000000000002
Северное Медведково	Ремонт компьютеров	3.0866
Восточный	Ремонт компьютеров	2.4034000000000004
Хорошево-Мневники	Ремонт компьютеров	3.2827
Зюзино	Ремонт компьютеров	4.0606
Ховрино	Ремонт компьютеров	2.9125
Покровское-Стрешнево	Ремонт компьютеров	3.4804
Обручевский	Ремонт компьютеров	4.4854
Преображенское	Ремонт компьютеров	3.689
Ясенево	Ремонт компьютеров	5.2227
Соколиная Гора	Ремонт компьютеров	1.5521
Марьина Роща	Ремонт компьютеров	1.6299000000000001
Северное Измайлово	Ремонт компьютеров	3.0730000000000004
Крылатское	Ремонт компьютеров	2.5445
Перово	Ремонт компьютеров	4.2942
Пресненский	Ремонт компьютеров	2.6894
Войковский	Ремонт компьютеров	3.5726
Арбат	Ремонт компьютеров	2.798
Северное Тушино	Ремонт компьютеров	3.9387
Филевский Парк	Ремонт компьютеров	3.3776
Крылатское	Ремонт компьютеров	2.3475
Восточный	Ремонт компьютеров	3.3714000000000004
Лефортово	Ремонт компьютеров	3.8143000000000002
Гольяново	Ремонт компьютеров	6.0331
Нагатинский Затон	Ремонт компьютеров	4.6295
Можайский	Ремонт компьютеров	3.8213
Ивановское	Ремонт компьютеров	3.2693
Рязановское	Ремонт компьютеров	0.9450000000000001
Новокосино	Ремонт компьютеров	2.1999
Беговой	Ремонт компьютеров	2.4768
Бабушкинский	Ремонт компьютеров	0.3024000000000001
Фили-Давыдково	Ремонт компьютеров	3.2837
Мосрентген	Ремонт компьютеров	1.7177
Братеево	Ремонт компьютеров	1.9504000000000001
Отрадное	Ремонт компьютеров	5.1871
Вороновское	Ремонт компьютеров	1.8719999999999999
Мосрентген	Ремонт компьютеров	1.9077000000000002
Щербинка	Ремонт компьютеров	3.0872
Старое Крюково	Ремонт компьютеров	1.2407
Митино	Ремонт компьютеров	4.7242999999999995
Арбат	Ремонт компьютеров	2.052
Замоскворечье	Ремонт компьютеров	1.4209999999999998
Тимирязевский	Ремонт компьютеров	2.0664000000000002
Проспект Вернадского	Ремонт компьютеров	4.4198
Северное Медведково	Ремонт компьютеров	3.4706
Тимирязевский	Ремонт компьютеров	1.8004000000000002
Хамовники	Ремонт компьютеров	3.5889
Покровское-Стрешнево	Ремонт компьютеров	2.5164
Кокошкино	Ремонт компьютеров	0.2583
Беговой	Ремонт компьютеров	2.2868
Ново-Переделкино	Ремонт компьютеров	3.9762000000000004
Бибирево	Ремонт компьютеров	3.6818
Митино	Ремонт компьютеров	6.5373
Южное Тушино	Ремонт компьютеров	3.9346000000000005
Бутырский	Ремонт компьютеров	1.8328000000000002
Нагатинский Затон	Ремонт компьютеров	2.7215
Северный	Ремонт компьютеров	3.5228
Зюзино	Ремонт компьютеров	4.3706
Вороновское	Ремонт компьютеров	2.081
Нагатинский Затон	Ремонт компьютеров	1.6524999999999999
Силино	Ремонт компьютеров	2.7951
Вороновское	Ремонт компьютеров	3.116
Внуковское	Ремонт компьютеров	2.2568
Аэропорт	Ремонт компьютеров	3.0264
Бирюлево Западное	Ремонт компьютеров	5.0935
Северное Медведково	Ремонт компьютеров	4.9096
Солнцево	Ремонт компьютеров	2.8922
Косино-Ухтомский	Ремонт компьютеров	4.8528
Крюково	Ремонт компьютеров	2.7979000000000003
Некрасовка	Ремонт компьютеров	4.7141
Молжаниновский	Ремонт компьютеров	2.874
Воскресенское	Ремонт компьютеров	1.9131
Алтуфьевский	Ремонт компьютеров	1.4122
Отрадное	Ремонт компьютеров	3.6711
Отрадное	Ремонт компьютеров	3.9051
Некрасовка	Ремонт компьютеров	2.9031000000000002
Роговское	Ремонт компьютеров	0.6555
Западное Дегунино	Ремонт компьютеров	4.633100000000001
Вешняки	Ремонт компьютеров	2.4058
Марушкинское	Ремонт компьютеров	2.1978
Братеево	Ремонт компьютеров	2.8964
Измайлово	Ремонт компьютеров	4.5596
Хорошево-Мневники	Ремонт компьютеров	1.6697000000000002
Капотня	Ремонт компьютеров	2.8119
Вороновское	Ремонт компьютеров	2.182
Лосиноостровский	Ремонт компьютеров	3.7215999999999996
Войковский	Ремонт компьютеров	2.1506
Люблино	Ремонт компьютеров	3.4977
Головинский	Ремонт компьютеров	3.2842000000000002
Сокольники	Ремонт компьютеров	3.9257
Хамовники	Ремонт компьютеров	2.3379000000000003
Аэропорт	Ремонт компьютеров	1.9784000000000002
Краснопахорское	Ремонт компьютеров	2.6873
Котловка	Ремонт компьютеров	2.3747
Краснопахорское	Ремонт компьютеров	1.0163
Киевский	Ремонт компьютеров	1.9593
Выхино-Жулебино	Ремонт компьютеров	4.7869
Марьина Роща	Ремонт компьютеров	2.0159
Печатники	Ремонт компьютеров	5.1309000000000005
Алтуфьевский	Ремонт компьютеров	1.5171999999999999
Мосрентген	Ремонт компьютеров	2.7967
Внуково	Ремонт компьютеров	3.7477
Новокосино	Ремонт компьютеров	4.1059
Богородское	Ремонт компьютеров	3.8516
Обручевский	Ремонт компьютеров	4.6094
Косино-Ухтомский	Ремонт компьютеров	4.0838
Котловка	Ремонт компьютеров	2.6177
Отрадное	Ремонт компьютеров	3.2911
Ломоносовский	Ремонт компьютеров	3.4115
Краснопахорское	Ремонт компьютеров	1.4423000000000001
Восточный	Ремонт компьютеров	0.6474
Бирюлево Восточное	Ремонт компьютеров	3.9579
Кокошкино	Ремонт компьютеров	2.1783
Новофедоровское	Ремонт компьютеров	3.9255
Северное Тушино	Ремонт компьютеров	1.8597
Алтуфьевский	Ремонт компьютеров	2.8891999999999998
Киевский	Ремонт компьютеров	2.1573
Очаково-Матвеевское	Ремонт компьютеров	3.8459000000000003
Сокольники	Ремонт компьютеров	1.1597
Ломоносовский	Ремонт компьютеров	4.2425
Можайский	Ремонт компьютеров	4.9943
Чертаново Северное	Ремонт компьютеров	2.3644
Вороновское	Ремонт компьютеров	2.389
Восточный	Ремонт компьютеров	0.2394
Тверской	Ремонт компьютеров	1.2244000000000002
Алексеевский	Ремонт компьютеров	3.0820000000000003
Измайлово	Ремонт компьютеров	3.1006
Нагатинский Затон	Ремонт компьютеров	4.4625
Ломоносовский	Ремонт компьютеров	3.2415000000000003
Молжаниновский	Ремонт компьютеров	3.644
Куркино	Ремонт компьютеров	1.1217000000000001
Марушкинское	Ремонт компьютеров	2.2258
Вешняки	Ремонт компьютеров	2.4788
Северное Бутово	Ремонт компьютеров	3.0622
Марьина Роща	Ремонт компьютеров	1.9569
Таганский	Ремонт компьютеров	2.0551
Донской	Ремонт компьютеров	3.873
Северный	Ремонт компьютеров	1.5088
Перово	Ремонт компьютеров	2.9012000000000002
Тимирязевский	Ремонт компьютеров	3.2064
Северное Медведково	Ремонт компьютеров	2.9356
Крылатское	Ремонт компьютеров	2.6265
Силино	Ремонт компьютеров	2.2401
Войковский	Ремонт компьютеров	3.5806
Измайлово	Ремонт компьютеров	5.0226
Молжаниновский	Ремонт компьютеров	3.308
Зюзино	Ремонт компьютеров	4.8136
Бескудниковский	Ремонт компьютеров	4.339
Тимирязевский	Ремонт компьютеров	3.1114
Киевский	Ремонт компьютеров	0.5123
Щаповское	Ремонт компьютеров	0.826
Раменки	Ремонт компьютеров	3.5135
Новогиреево	Ремонт компьютеров	3.1376
Краснопахорское	Ремонт компьютеров	1.3483
Первомайское	Ремонт компьютеров	1.3102
Мосрентген	Ремонт компьютеров	3.9366999999999996
Щукино	Ремонт компьютеров	3.1288
Бутырский	Ремонт компьютеров	2.5938
Зюзино	Ремонт компьютеров	4.070600000000001
Соколиная Гора	Ремонт компьютеров	4.3251
Ярославский	Ремонт компьютеров	3.919
Южное Бутово	Ремонт компьютеров	5.2363
Печатники	Ремонт компьютеров	3.1099
Мещанский	Ремонт компьютеров	3.3228
Черемушки	Ремонт компьютеров	3.9776
Кузьминки	Ремонт компьютеров	4.553100000000001
Даниловский	Ремонт компьютеров	1.5551000000000001
Мещанский	Ремонт компьютеров	2.4628
Чертаново Северное	Ремонт компьютеров	1.5874000000000001
Внуково	Ремонт компьютеров	2.7257
Щукино	Ремонт компьютеров	3.0778
Нагатино-Садовники	Ремонт компьютеров	2.2456
Свиблово	Ремонт компьютеров	3.8929
Можайский	Ремонт компьютеров	4.8163
Войковский	Ремонт компьютеров	3.0556
Ломоносовский	Ремонт компьютеров	0.6955
Обручевский	Ремонт компьютеров	2.6444
Дорогомилово	Ремонт компьютеров	3.5244
Алексеевский	Ремонт компьютеров	4.1
Отрадное	Ремонт компьютеров	6.678100000000001
Северный	Ремонт компьютеров	1.2418
Ярославский	Ремонт компьютеров	1.995
Бескудниковский	Ремонт компьютеров	2.3760000000000003
Некрасовка	Ремонт компьютеров	1.7941
Митино	Ремонт компьютеров	6.1813
Московский	Ремонт компьютеров	3.3867000000000003
Воскресенское	Ремонт компьютеров	4.3641000000000005
Южное Медведково	Ремонт компьютеров	3.3750999999999998
Ясенево	Ремонт компьютеров	4.4267
Хорошево-Мневники	Ремонт компьютеров	2.6157000000000004
Орехово-Борисово Северное	Ремонт компьютеров	3.5213
Южнопортовый	Ремонт компьютеров	1.6825999999999999
Хорошево-Мневники	Ремонт компьютеров	3.4447
Даниловский	Ремонт компьютеров	4.4911
Рязанский	Ремонт компьютеров	3.8221
Нагорный	Ремонт компьютеров	2.8518
Котловка	Ремонт компьютеров	2.5867
Воскресенское	Ремонт компьютеров	3.3721
Люблино	Ремонт компьютеров	5.2557
Филимонковское	Ремонт компьютеров	2.4246
Зюзино	Ремонт компьютеров	4.1546
Черемушки	Ремонт компьютеров	3.3916000000000004
Ивановское	Ремонт компьютеров	4.6043
Марушкинское	Ремонт компьютеров	1.5977999999999999
Старое Крюково	Ремонт компьютеров	1.7247
Митино	Ремонт компьютеров	4.4393
Чертаново Центральное	Ремонт компьютеров	5.1495999999999995
Академический	Ремонт компьютеров	2.5046
Можайский	Ремонт компьютеров	2.5653
Савеловский	Ремонт компьютеров	2.3819
Дорогомилово	Ремонт компьютеров	2.6154
Десеновское	Ремонт компьютеров	3.0967
Ивановское	Ремонт компьютеров	3.6603000000000003
Печатники	Ремонт компьютеров	2.5509
Восточное Измайлово	Ремонт компьютеров	2.3308999999999997
Текстильщики	Ремонт компьютеров	3.6873000000000005
Южнопортовый	Ремонт компьютеров	3.5716
Роговское	Ремонт компьютеров	2.0065
Филимонковское	Ремонт компьютеров	2.5866
Ясенево	Ремонт компьютеров	3.8087
Щербинка	Ремонт компьютеров	3.5952
Молжаниновский	Ремонт компьютеров	5.314
Троицк	Ремонт компьютеров	7.2935
Аэропорт	Ремонт компьютеров	2.9314
Академический	Ремонт компьютеров	3.5396
Солнцево	Ремонт компьютеров	4.1122
Тимирязевский	Ремонт компьютеров	3.0594
Останкинский	Ремонт компьютеров	3.6398
Хорошевский	Ремонт компьютеров	2.7346000000000004
Текстильщики	Ремонт компьютеров	1.9633000000000003
Бескудниковский	Ремонт компьютеров	2.06
Метрогородок	Ремонт компьютеров	3.0052000000000003
Останкинский	Ремонт компьютеров	4.8178
Крылатское	Ремонт компьютеров	1.8205
Южное Бутово	Ремонт компьютеров	5.5863
Басманный	Ремонт компьютеров	2.2003
Тропарево-Никулино	Ремонт компьютеров	4.2326
Бирюлево Восточное	Ремонт компьютеров	2.6309
Сокол	Ремонт компьютеров	1.9933
Лефортово	Ремонт компьютеров	1.7763
Ломоносовский	Ремонт компьютеров	4.2635
Можайский	Ремонт компьютеров	2.8893
Алексеевский	Ремонт компьютеров	1.287
Крюково	Ремонт компьютеров	4.3059
Красносельский	Ремонт компьютеров	2.9224
Измайлово	Ремонт компьютеров	3.8636
Ростокино	Ремонт компьютеров	3.9093
Савелки	Ремонт компьютеров	2.5473999999999997
Орехово-Борисово Южное	Ремонт компьютеров	5.3033
Бибирево	Ремонт компьютеров	3.5728
Останкинский	Ремонт компьютеров	3.4147999999999996
Щаповское	Ремонт компьютеров	2.0220000000000002
Восточное Измайлово	Ремонт компьютеров	3.9939
Дмитровский	Ремонт компьютеров	3.1113
Молжаниновский	Ремонт компьютеров	3.5
Метрогородок	Ремонт компьютеров	2.4242
Савеловский	Ремонт компьютеров	2.5839
Москворечье-Сабурово	Ремонт компьютеров	2.1033
Богородское	Ремонт компьютеров	2.3726000000000003
Измайлово	Ремонт компьютеров	2.5736
Бирюлево Западное	Ремонт компьютеров	3.9835000000000003
Алтуфьевский	Ремонт компьютеров	2.3532
Матушкино	Ремонт компьютеров	4.3994
Солнцево	Ремонт компьютеров	2.2872
Восточное Измайлово	Ремонт компьютеров	2.8249
Северное Измайлово	Ремонт компьютеров	3.6340000000000003
Ярославский	Ремонт компьютеров	4.640000000000001
Щукино	Ремонт компьютеров	3.3438
Коньково	Ремонт компьютеров	4.7864
Восточное Измайлово	Ремонт компьютеров	1.5939
Таганский	Ремонт компьютеров	1.9910999999999999
Московский	Ремонт компьютеров	4.9287
Соколиная Гора	Ремонт компьютеров	3.6601
Можайский	Ремонт компьютеров	1.5803
Лианозово	Ремонт компьютеров	4.5049
Вешняки	Ремонт компьютеров	3.3278
Зябликово	Ремонт компьютеров	2.8836000000000004
Дорогомилово	Ремонт компьютеров	0.9194
Внуковское	Ремонт компьютеров	1.7917999999999998
Алтуфьевский	Ремонт компьютеров	3.1022
Марфино	Ремонт компьютеров	3.0806
Головинский	Ремонт компьютеров	4.0982
Куркино	Ремонт компьютеров	2.4447
Царицыно	Ремонт компьютеров	4.7699
Гольяново	Ремонт компьютеров	5.6001
Силино	Ремонт компьютеров	2.7611
Бабушкинский	Ремонт компьютеров	2.7644
Киевский	Ремонт компьютеров	0.49929999999999997
Красносельский	Ремонт компьютеров	3.1534
Матушкино	Ремонт компьютеров	2.2774
Южнопортовый	Ремонт компьютеров	0.9745999999999999
Силино	Ремонт компьютеров	2.4771
Внуково	Ремонт компьютеров	1.8597000000000001
Бескудниковский	Ремонт компьютеров	3.4590000000000005
Восточное Измайлово	Ремонт компьютеров	3.1599
Свиблово	Ремонт компьютеров	4.462899999999999
Чертаново Центральное	Ремонт компьютеров	4.6196
Филевский Парк	Ремонт компьютеров	3.5465999999999998
Нагатинский Затон	Ремонт компьютеров	3.7785
Мещанский	Ремонт компьютеров	2.7567999999999997
Силино	Ремонт компьютеров	3.6481
Марфино	Ремонт компьютеров	3.2596000000000003
Бутырский	Ремонт компьютеров	3.8418
Щукино	Ремонт компьютеров	3.0818000000000003
Щербинка	Ремонт компьютеров	1.4162
Северное Медведково	Ремонт компьютеров	2.8216
Бибирево	Ремонт компьютеров	4.0098
Проспект Вернадского	Ремонт компьютеров	2.3338
Печатники	Ремонт компьютеров	2.8329
Останкинский	Ремонт компьютеров	2.5358
Косино-Ухтомский	Ремонт компьютеров	3.4548
Щаповское	Ремонт компьютеров	0.253
Пресненский	Ремонт компьютеров	4.0893999999999995
Алтуфьевский	Ремонт компьютеров	3.6402
Лианозово	Ремонт компьютеров	5.4329
Роговское	Ремонт компьютеров	3.1255
Текстильщики	Ремонт компьютеров	3.2783
Строгино	Ремонт компьютеров	2.3360000000000003
Теплый Стан	Ремонт компьютеров	3.5384
Мосрентген	Ремонт компьютеров	0.5237
Кленовское	Ремонт компьютеров	2.9964000000000004
Куркино	Ремонт компьютеров	2.2717
Красносельский	Ремонт компьютеров	3.1764
Кунцево	Ремонт компьютеров	4.5908
Зюзино	Ремонт компьютеров	3.7896
Красносельский	Ремонт компьютеров	3.8854
Чертаново Центральное	Ремонт компьютеров	3.0946
Сокольники	Ремонт компьютеров	2.7717
Южное Медведково	Ремонт компьютеров	3.8991
Сокольники	Ремонт компьютеров	3.0917
Филимонковское	Ремонт компьютеров	2.7765999999999997
Фили-Давыдково	Ремонт компьютеров	3.6827000000000005
Войковский	Ремонт компьютеров	3.4406
Ново-Переделкино	Ремонт компьютеров	4.1872
Котловка	Ремонт компьютеров	3.7177
Чертаново Северное	Ремонт компьютеров	3.6664000000000003
Ховрино	Ремонт компьютеров	2.7905
Нагорный	Ремонт компьютеров	4.549799999999999
Троицк	Ремонт компьютеров	4.1105
Левобережный	Ремонт компьютеров	3.4994
Роговское	Ремонт компьютеров	0.6054999999999999
Северное Медведково	Ремонт компьютеров	3.5675999999999997
Москворечье-Сабурово	Ремонт компьютеров	4.0913
Измайлово	Ремонт компьютеров	3.0316
Преображенское	Ремонт компьютеров	3.37
Донской	Ремонт компьютеров	2.535
Ново-Переделкино	Ремонт компьютеров	4.4002
Нагорный	Ремонт компьютеров	3.6668
Ярославский	Ремонт компьютеров	1.861
Ломоносовский	Ремонт компьютеров	1.0625
Проспект Вернадского	Ремонт компьютеров	3.0438
Новогиреево	Ремонт компьютеров	3.6236000000000006
Метрогородок	Ремонт компьютеров	1.3852000000000002
Нагорный	Ремонт компьютеров	2.3658
Филимонковское	Ремонт компьютеров	1.3416
Сосенское	Ремонт компьютеров	3.0957
Кокошкино	Ремонт компьютеров	2.3753
Капотня	Ремонт компьютеров	2.4329
Беговой	Ремонт компьютеров	3.8138
Первомайское	Ремонт компьютеров	2.5032
Краснопахорское	Ремонт компьютеров	2.3543
Щербинка	Ремонт компьютеров	3.1892
Силино	Ремонт компьютеров	3.4871
Куркино	Ремонт компьютеров	3.4307
Силино	Ремонт компьютеров	2.5861
Очаково-Матвеевское	Ремонт компьютеров	2.7589
Перово	Ремонт компьютеров	5.1002
